Waktu,Ticker,Harga,Perubahan,Persen%,Status
2026-04-24 14:12:27,PGAS,1915,-25,-1.29,TURUN
2026-04-24 14:12:27,PNIN,785,-10,-1.26,TURUN
2026-04-24 14:12:27,KOIN,89,-1,-1.11,TURUN
2026-04-24 14:12:27,EKAD,182,-2,-1.09,TURUN
2026-04-24 14:12:27,GGRM,13775,-150,-1.08,TURUN
2026-04-24 14:12:27,AKRA,1475,-15,-1.01,TURUN
2026-04-24 14:12:27,CLEO,392,-4,-1.01,TURUN
2026-04-24 14:12:27,ERAA,400,-4,-0.99,TURUN
2026-04-24 14:12:27,PBID,505,-5,-0.98,TURUN
2026-04-24 14:12:27,WINS,505,-5,-0.98,TURUN
2026-04-24 14:12:27,ABMM,3060,-30,-0.97,TURUN
2026-04-24 14:12:27,KAEF,510,-5,-0.97,TURUN
2026-04-24 14:12:27,PJAA,510,-5,-0.97,TURUN
2026-04-24 14:12:27,GDST,103,-1,-0.96,TURUN
2026-04-24 14:12:27,MTEL,525,-5,-0.94,TURUN
2026-04-24 14:12:27,PANR,525,-5,-0.94,TURUN
2026-04-24 14:12:27,BUDI,212,-2,-0.93,TURUN
2026-04-24 14:12:27,MREI,1065,-10,-0.93,TURUN
2026-04-24 14:12:27,UNSP,424,-4,-0.93,TURUN
2026-04-24 14:12:27,JRPT,1090,-10,-0.91,TURUN
2026-04-24 14:12:27,KDSI,440,-4,-0.9,TURUN
2026-04-24 14:12:27,KEJU,555,-5,-0.89,TURUN
2026-04-24 14:12:27,MERK,3710,-30,-0.8,TURUN
2026-04-24 14:12:27,SPTO,640,-5,-0.78,TURUN
2026-04-24 14:12:27,BPFI,274,-2,-0.72,TURUN
2026-04-24 14:12:27,AUTO,2790,-20,-0.71,TURUN
2026-04-24 14:12:27,KBLI,326,-2,-0.61,TURUN
2026-04-24 14:12:27,CFIN,344,-2,-0.58,TURUN
2026-04-24 14:12:27,BOLT,930,-5,-0.53,TURUN
2026-04-24 14:12:27,DLTA,2000,-10,-0.5,TURUN
2026-04-24 14:12:27,NCKL,1115,-5,-0.45,TURUN
2026-04-24 14:12:27,CEKA,2300,-10,-0.43,TURUN
2026-04-24 14:12:27,MLBI,5750,-25,-0.43,TURUN
2026-04-24 14:12:27,SCCO,2320,-10,-0.43,TURUN
2026-04-24 14:12:27,EPMT,2350,-10,-0.42,TURUN
2026-04-24 14:12:27,ASII,6300,-25,-0.4,TURUN
2026-04-24 14:12:27,SIDO,498,-2,-0.4,TURUN
2026-04-24 14:12:27,SILO,2490,-10,-0.4,TURUN
2026-04-24 14:12:27,ANTM,4010,-10,-0.25,TURUN
2026-04-24 14:12:27,DCII,199000,-50,-0.03,TURUN
2026-04-24 14:13:37,BNBA,865,170,24.46,NAIK
2026-04-24 14:13:37,RODA,98,19,24.05,NAIK
2026-04-24 14:13:37,PRIM,90,6,7.14,NAIK
2026-04-24 14:13:37,CASH,242,16,7.08,NAIK
2026-04-24 14:13:37,BFIN,825,50,6.45,NAIK
2026-04-24 14:13:37,ELTY,50,3,6.38,NAIK
2026-04-24 14:13:37,KREN,17,1,6.25,NAIK
2026-04-24 14:13:37,KUAS,125,7,5.93,NAIK
2026-04-24 14:13:37,WSBP,19,1,5.56,NAIK
2026-04-24 14:13:37,SQMI,60,3,5.26,NAIK
2026-04-24 14:13:37,TRUS,398,16,4.19,NAIK
2026-04-24 14:13:37,INTD,274,10,3.79,NAIK
2026-04-24 14:13:37,VIVA,59,2,3.51,NAIK
2026-04-24 14:13:37,MARI,30,1,3.45,NAIK
2026-04-24 14:13:37,PKPK,3170,100,3.26,NAIK
2026-04-24 14:13:37,BMTR,181,5,2.84,NAIK
2026-04-24 14:13:37,ABBA,42,1,2.44,NAIK
2026-04-24 14:13:37,MBSS,2310,50,2.21,NAIK
2026-04-24 14:13:37,DUTI,4190,90,2.2,NAIK
2026-04-24 14:13:37,BRAM,4530,90,2.03,NAIK
2026-04-24 14:13:37,SIPD,1010,10,1.0,NAIK
2026-04-24 14:13:37,ALDO,600,5,0.84,NAIK
2026-04-24 14:13:37,STTP,10275,75,0.74,NAIK
2026-04-24 14:13:37,AKSI,328,2,0.61,NAIK
2026-04-24 14:13:37,KBLM,328,2,0.61,NAIK
2026-04-24 14:13:37,TBIG,1855,10,0.54,NAIK
2026-04-24 14:13:37,ADRO,2520,10,0.4,NAIK
2026-04-24 14:13:37,INCO,6725,25,0.37,NAIK
2026-04-24 14:13:37,SKBM,680,-120,-15.0,TURUN
2026-04-24 14:13:37,LPPF,1650,-290,-14.95,TURUN
2026-04-24 14:13:37,BOBA,206,-36,-14.88,TURUN
2026-04-24 14:13:37,KOBX,210,-36,-14.63,TURUN
2026-04-24 14:13:37,LCKM,118,-20,-14.49,TURUN
2026-04-24 14:13:37,PGLI,228,-36,-13.64,TURUN
2026-04-24 14:13:37,COCO,384,-60,-13.51,TURUN
2026-04-24 14:13:37,ICON,111,-17,-13.28,TURUN
2026-04-24 14:13:37,ASGR,1675,-255,-13.21,TURUN
2026-04-24 14:13:37,COAL,66,-10,-13.16,TURUN
2026-04-24 14:13:37,AMIN,212,-28,-11.67,TURUN
2026-04-24 14:13:37,DFAM,98,-12,-10.91,TURUN
2026-04-24 14:13:37,PYFA,334,-40,-10.7,TURUN
2026-04-24 14:13:37,YPAS,1270,-140,-9.93,TURUN
2026-04-24 14:13:37,BELL,148,-16,-9.76,TURUN
2026-04-24 14:13:37,BDMN,3890,-400,-9.32,TURUN
2026-04-24 14:13:37,NRCA,645,-65,-9.15,TURUN
2026-04-24 14:13:37,BCAP,54,-5,-8.47,TURUN
2026-04-24 14:13:37,BBTN,1370,-120,-8.05,TURUN
2026-04-24 14:13:37,BTPN,2090,-180,-7.93,TURUN
2026-04-24 14:13:37,PTRO,5700,-475,-7.69,TURUN
2026-04-24 14:13:37,STAA,1250,-100,-7.41,TURUN
2026-04-24 14:13:37,PADI,108,-8,-6.9,TURUN
2026-04-24 14:13:37,TRIM,555,-40,-6.72,TURUN
2026-04-24 14:13:37,MDLN,57,-4,-6.56,TURUN
2026-04-24 14:13:37,FAST,300,-20,-6.25,TURUN
2026-04-24 14:13:37,VOKS,210,-14,-6.25,TURUN
2026-04-24 14:13:37,DSSA,2110,-140,-6.22,TURUN
2026-04-24 14:13:37,DOID,250,-16,-6.02,TURUN
2026-04-24 14:13:37,LPCK,635,-40,-5.93,TURUN
2026-04-24 14:13:37,UNVR,1580,-95,-5.67,TURUN
2026-04-24 14:13:37,GPRA,117,-7,-5.65,TURUN
2026-04-24 14:13:37,LPKR,84,-5,-5.62,TURUN
2026-04-24 14:13:37,BIPI,272,-16,-5.56,TURUN
2026-04-24 14:13:37,LEAD,138,-8,-5.48,TURUN
2026-04-24 14:13:37,PNBS,52,-3,-5.45,TURUN
2026-04-24 14:13:37,BKSL,106,-6,-5.36,TURUN
2026-04-24 14:13:37,SMGR,2140,-120,-5.31,TURUN
2026-04-24 14:13:37,OMRE,925,-50,-5.13,TURUN
2026-04-24 14:13:37,RICY,93,-5,-5.1,TURUN
2026-04-24 14:13:37,BBCA,6100,-325,-5.06,TURUN
2026-04-24 14:13:37,AGRO,183,-9,-4.69,TURUN
2026-04-24 14:13:37,TOBA,620,-30,-4.62,TURUN
2026-04-24 14:13:37,WIFI,2290,-110,-4.58,TURUN
2026-04-24 14:13:37,BRPT,2090,-100,-4.57,TURUN
2026-04-24 14:13:37,TBLA,735,-35,-4.55,TURUN
2026-04-24 14:13:37,INDS,384,-18,-4.48,TURUN
2026-04-24 14:13:37,MSKY,86,-4,-4.44,TURUN
2026-04-24 14:13:37,BSDE,755,-35,-4.43,TURUN
2026-04-24 14:13:37,KLBF,870,-40,-4.4,TURUN
2026-04-24 14:13:37,SKLT,228,-10,-4.2,TURUN
2026-04-24 14:13:37,TLKM,2760,-120,-4.17,TURUN
2026-04-24 14:13:37,SGRO,5250,-225,-4.11,TURUN
2026-04-24 14:13:37,SIMP,825,-35,-4.07,TURUN
2026-04-24 14:13:37,EMTK,835,-35,-4.02,TURUN
2026-04-24 14:13:37,PPRO,24,-1,-4.0,TURUN
2026-04-24 14:13:37,MBTO,121,-5,-3.97,TURUN
2026-04-24 14:13:37,MCAS,350,-14,-3.85,TURUN
2026-04-24 14:13:37,SSMS,1375,-55,-3.85,TURUN
2026-04-24 14:13:37,BNII,204,-8,-3.77,TURUN
2026-04-24 14:13:37,MPPA,51,-2,-3.77,TURUN
2026-04-24 14:13:37,SCMA,258,-10,-3.73,TURUN
2026-04-24 14:13:37,SMRA,310,-12,-3.73,TURUN
2026-04-24 14:13:37,ADHI,182,-7,-3.7,TURUN
2026-04-24 14:13:37,BABP,53,-2,-3.64,TURUN
2026-04-24 14:13:37,BBNI,3730,-140,-3.62,TURUN
2026-04-24 14:13:37,BAJA,160,-6,-3.61,TURUN
2026-04-24 14:13:37,MEDC,1735,-65,-3.61,TURUN
2026-04-24 14:13:37,EXCL,3030,-110,-3.5,TURUN
2026-04-24 14:13:37,ASRM,280,-10,-3.45,TURUN
2026-04-24 14:13:37,PGEO,990,-35,-3.41,TURUN
2026-04-24 14:13:37,RUIS,228,-8,-3.39,TURUN
2026-04-24 14:13:37,HMSP,715,-25,-3.38,TURUN
2026-04-24 14:13:37,MRAT,400,-14,-3.38,TURUN
2026-04-24 14:13:37,TCID,2880,-100,-3.36,TURUN
2026-04-24 14:13:37,LION,404,-14,-3.35,TURUN
2026-04-24 14:13:37,WTON,87,-3,-3.33,TURUN
2026-04-24 14:13:37,AALI,8025,-275,-3.31,TURUN
2026-04-24 14:13:37,DEWA,498,-17,-3.3,TURUN
2026-04-24 14:13:37,GJTL,1175,-40,-3.29,TURUN
2026-04-24 14:13:37,APLN,178,-6,-3.26,TURUN
2026-04-24 14:13:37,NISP,1365,-45,-3.19,TURUN
2026-04-24 14:13:37,PNLF,246,-8,-3.15,TURUN
2026-04-24 14:13:37,MARK,770,-25,-3.14,TURUN
2026-04-24 14:13:37,PTPP,252,-8,-3.08,TURUN
2026-04-24 14:13:37,MAPI,1265,-40,-3.07,TURUN
2026-04-24 14:13:37,BUKA,159,-5,-3.05,TURUN
2026-04-24 14:13:37,ACES,384,-12,-3.03,TURUN
2026-04-24 14:13:37,ROTI,650,-20,-2.99,TURUN
2026-04-24 14:13:37,TOWR,490,-15,-2.97,TURUN
2026-04-24 14:13:37,HEAL,1150,-35,-2.95,TURUN
2026-04-24 14:13:37,LSIP,1670,-50,-2.91,TURUN
2026-04-24 14:13:37,PWON,334,-10,-2.91,TURUN
2026-04-24 14:13:37,BHIT,34,-1,-2.86,TURUN
2026-04-24 14:13:37,TINS,3760,-110,-2.84,TURUN
2026-04-24 14:13:37,ICBP,6875,-200,-2.83,TURUN
2026-04-24 14:13:37,BRIS,1900,-55,-2.81,TURUN
2026-04-24 14:13:37,TSPC,2430,-70,-2.8,TURUN
2026-04-24 14:13:37,CTRA,705,-20,-2.76,TURUN
2026-04-24 14:13:37,GIAA,71,-2,-2.74,TURUN
2026-04-24 14:13:37,BUMI,224,-6,-2.61,TURUN
2026-04-24 14:13:37,CPIN,4180,-110,-2.56,TURUN
2026-04-24 14:13:37,KPIG,114,-3,-2.56,TURUN
2026-04-24 14:13:37,TKIM,8675,-225,-2.53,TURUN
2026-04-24 14:13:37,BJTM,580,-15,-2.52,TURUN
2026-04-24 14:13:37,DART,156,-4,-2.5,TURUN
2026-04-24 14:13:37,PBRX,39,-1,-2.5,TURUN
2026-04-24 14:13:37,PNBN,1010,-25,-2.42,TURUN
2026-04-24 14:13:37,BMRI,4520,-110,-2.38,TURUN
2026-04-24 14:13:37,UNTR,31725,-775,-2.38,TURUN
2026-04-24 14:13:37,BGTG,124,-3,-2.36,TURUN
2026-04-24 14:13:37,MIDI,332,-8,-2.35,TURUN
2026-04-24 14:13:37,MNCN,252,-6,-2.33,TURUN
2026-04-24 14:13:37,WIIM,1680,-40,-2.33,TURUN
2026-04-24 14:13:37,SOHO,1895,-45,-2.32,TURUN
2026-04-24 14:13:37,ASSA,845,-20,-2.31,TURUN
2026-04-24 14:13:37,TMAS,127,-3,-2.31,TURUN
2026-04-24 14:13:37,MYOH,1275,-30,-2.3,TURUN
2026-04-24 14:13:37,DSNG,1710,-40,-2.29,TURUN
2026-04-24 14:13:37,DILD,131,-3,-2.24,TURUN
2026-04-24 14:13:37,ARNA,494,-11,-2.18,TURUN
2026-04-24 14:13:37,DVLA,1570,-35,-2.18,TURUN
2026-04-24 14:13:37,PALM,360,-8,-2.17,TURUN
2026-04-24 14:13:37,CARS,91,-2,-2.15,TURUN
2026-04-24 14:13:37,KIJA,185,-4,-2.12,TURUN
2026-04-24 14:13:37,CITA,4200,-90,-2.1,TURUN
2026-04-24 14:13:37,KEEN,935,-20,-2.09,TURUN
2026-04-24 14:13:37,TRST,468,-10,-2.09,TURUN
2026-04-24 14:13:37,MDKA,3310,-70,-2.07,TURUN
2026-04-24 14:13:37,ACST,98,-2,-2.0,TURUN
2026-04-24 14:13:37,HRUM,980,-20,-2.0,TURUN
2026-04-24 14:13:37,HEXA,4430,-90,-1.99,TURUN
2026-04-24 14:13:37,PRDA,2480,-50,-1.98,TURUN
2026-04-24 14:13:37,HERO,406,-8,-1.93,TURUN
2026-04-24 14:13:37,BBRI,3100,-60,-1.9,TURUN
2026-04-24 14:13:37,BISI,775,-15,-1.9,TURUN
2026-04-24 14:13:37,CAMP,206,-4,-1.9,TURUN
2026-04-24 14:13:37,BUDI,210,-4,-1.87,TURUN
2026-04-24 14:13:37,DNET,9250,-175,-1.86,TURUN
2026-04-24 14:13:37,ELSA,790,-15,-1.86,TURUN
2026-04-24 14:13:37,BNGA,1855,-35,-1.85,TURUN
2026-04-24 14:13:37,GOTO,53,-1,-1.85,TURUN
2026-04-24 14:13:37,PICO,160,-3,-1.84,TURUN
2026-04-24 14:13:37,MTLA,540,-10,-1.82,TURUN
2026-04-24 14:13:37,NOBU,540,-10,-1.82,TURUN
2026-04-24 14:13:37,CINT,218,-4,-1.8,TURUN
2026-04-24 14:13:37,INDF,6850,-125,-1.79,TURUN
2026-04-24 14:13:37,BJBR,850,-15,-1.73,TURUN
2026-04-24 14:13:37,CAKK,170,-3,-1.73,TURUN
2026-04-24 14:13:37,WEGE,57,-1,-1.72,TURUN
2026-04-24 14:13:37,SRTG,1740,-30,-1.69,TURUN
2026-04-24 14:13:37,SSIA,1765,-30,-1.67,TURUN
2026-04-24 14:13:37,PGAS,1910,-30,-1.55,TURUN
2026-04-24 14:13:37,LINK,1915,-30,-1.54,TURUN
2026-04-24 14:13:37,MEGA,2610,-40,-1.51,TURUN
2026-04-24 14:13:37,ADMF,8275,-125,-1.49,TURUN
2026-04-24 14:13:37,MIKA,2030,-30,-1.46,TURUN
2026-04-24 14:13:37,HOKI,68,-1,-1.45,TURUN
2026-04-24 14:13:37,AMRT,1410,-20,-1.4,TURUN
2026-04-24 14:13:37,CSAP,290,-4,-1.36,TURUN
2026-04-24 14:13:37,MGRO,725,-10,-1.36,TURUN
2026-04-24 14:13:37,POWR,730,-10,-1.35,TURUN
2026-04-24 14:13:37,PTBA,2920,-40,-1.35,TURUN
2026-04-24 14:13:37,PNIN,785,-10,-1.26,TURUN
2026-04-24 14:13:37,KOIN,89,-1,-1.11,TURUN
2026-04-24 14:13:37,EAST,91,-1,-1.09,TURUN
2026-04-24 14:13:37,EKAD,182,-2,-1.09,TURUN
2026-04-24 14:13:37,AUTO,2780,-30,-1.07,TURUN
2026-04-24 14:13:37,CLEO,392,-4,-1.01,TURUN
2026-04-24 14:13:37,PBID,505,-5,-0.98,TURUN
2026-04-24 14:13:37,WINS,505,-5,-0.98,TURUN
2026-04-24 14:13:37,ABMM,3060,-30,-0.97,TURUN
2026-04-24 14:13:37,PJAA,510,-5,-0.97,TURUN
2026-04-24 14:13:37,GDST,103,-1,-0.96,TURUN
2026-04-24 14:13:37,MTEL,525,-5,-0.94,TURUN
2026-04-24 14:13:37,PANR,525,-5,-0.94,TURUN
2026-04-24 14:13:37,UNSP,424,-4,-0.93,TURUN
2026-04-24 14:13:37,BULL,550,-5,-0.9,TURUN
2026-04-24 14:13:37,GGRM,13800,-125,-0.9,TURUN
2026-04-24 14:13:37,KDSI,440,-4,-0.9,TURUN
2026-04-24 14:13:37,KEJU,555,-5,-0.89,TURUN
2026-04-24 14:13:37,NCKL,1110,-10,-0.89,TURUN
2026-04-24 14:13:37,TPMA,585,-5,-0.85,TURUN
2026-04-24 14:13:37,PANS,1775,-15,-0.84,TURUN
2026-04-24 14:13:37,MERK,3710,-30,-0.8,TURUN
2026-04-24 14:13:37,SPTO,640,-5,-0.78,TURUN
2026-04-24 14:13:37,BPFI,274,-2,-0.72,TURUN
2026-04-24 14:13:37,AKRA,1480,-10,-0.67,TURUN
2026-04-24 14:13:37,KBLI,326,-2,-0.61,TURUN
2026-04-24 14:13:37,CFIN,344,-2,-0.58,TURUN
2026-04-24 14:13:37,BOLT,930,-5,-0.53,TURUN
2026-04-24 14:13:37,DLTA,2000,-10,-0.5,TURUN
2026-04-24 14:13:37,ERAA,402,-2,-0.5,TURUN
2026-04-24 14:13:37,MREI,1070,-5,-0.47,TURUN
2026-04-24 14:13:37,CEKA,2300,-10,-0.43,TURUN
2026-04-24 14:13:37,MLBI,5750,-25,-0.43,TURUN
2026-04-24 14:13:37,SCCO,2320,-10,-0.43,TURUN
2026-04-24 14:13:37,EPMT,2350,-10,-0.42,TURUN
2026-04-24 14:13:37,ASII,6300,-25,-0.4,TURUN
2026-04-24 14:13:37,SILO,2490,-10,-0.4,TURUN
2026-04-24 14:13:37,SIDO,498,-2,-0.4,TURUN
2026-04-24 14:13:37,SMSM,1800,-5,-0.28,TURUN
2026-04-24 14:13:37,ANTM,4010,-10,-0.25,TURUN
2026-04-24 14:13:37,DCII,199000,-50,-0.03,TURUN
2026-04-24 14:14:58,BNBA,865,170,24.46,NAIK
2026-04-24 14:14:58,RODA,98,19,24.05,NAIK
2026-04-24 14:14:58,PRIM,90,6,7.14,NAIK
2026-04-24 14:14:58,BFIN,830,55,7.1,NAIK
2026-04-24 14:14:58,CASH,242,16,7.08,NAIK
2026-04-24 14:14:58,ELTY,50,3,6.38,NAIK
2026-04-24 14:14:58,KREN,17,1,6.25,NAIK
2026-04-24 14:14:58,WSBP,19,1,5.56,NAIK
2026-04-24 14:14:58,SQMI,60,3,5.26,NAIK
2026-04-24 14:14:58,KUAS,124,6,5.08,NAIK
2026-04-24 14:14:58,TRUS,398,16,4.19,NAIK
2026-04-24 14:14:58,INTD,274,10,3.79,NAIK
2026-04-24 14:14:58,PKPK,3180,110,3.58,NAIK
2026-04-24 14:14:58,VIVA,59,2,3.51,NAIK
2026-04-24 14:14:58,MARI,30,1,3.45,NAIK
2026-04-24 14:14:58,ABBA,42,1,2.44,NAIK
2026-04-24 14:14:58,BMTR,180,4,2.27,NAIK
2026-04-24 14:14:58,DUTI,4190,90,2.2,NAIK
2026-04-24 14:14:58,BRAM,4530,90,2.03,NAIK
2026-04-24 14:14:58,SIPD,1010,10,1.0,NAIK
2026-04-24 14:14:58,MBSS,2280,20,0.88,NAIK
2026-04-24 14:14:58,ALDO,600,5,0.84,NAIK
2026-04-24 14:14:58,STTP,10275,75,0.74,NAIK
2026-04-24 14:14:58,AKSI,328,2,0.61,NAIK
2026-04-24 14:14:58,KBLM,328,2,0.61,NAIK
2026-04-24 14:14:58,ESSA,930,5,0.54,NAIK
2026-04-24 14:14:58,TBIG,1855,10,0.54,NAIK
2026-04-24 14:14:58,ADRO,2520,10,0.4,NAIK
2026-04-24 14:14:58,INCO,6725,25,0.37,NAIK
2026-04-24 14:14:58,SKBM,680,-120,-15.0,TURUN
2026-04-24 14:14:58,LPPF,1650,-290,-14.95,TURUN
2026-04-24 14:14:58,BOBA,206,-36,-14.88,TURUN
2026-04-24 14:14:58,KOBX,210,-36,-14.63,TURUN
2026-04-24 14:14:58,LCKM,118,-20,-14.49,TURUN
2026-04-24 14:14:58,ICON,110,-18,-14.06,TURUN
2026-04-24 14:14:58,PGLI,228,-36,-13.64,TURUN
2026-04-24 14:14:58,ASGR,1670,-260,-13.47,TURUN
2026-04-24 14:14:58,COAL,66,-10,-13.16,TURUN
2026-04-24 14:14:58,COCO,386,-58,-13.06,TURUN
2026-04-24 14:14:58,AMIN,212,-28,-11.67,TURUN
2026-04-24 14:14:58,PYFA,332,-42,-11.23,TURUN
2026-04-24 14:14:58,DFAM,98,-12,-10.91,TURUN
2026-04-24 14:14:58,BCAP,53,-6,-10.17,TURUN
2026-04-24 14:14:58,YPAS,1270,-140,-9.93,TURUN
2026-04-24 14:14:58,BELL,148,-16,-9.76,TURUN
2026-04-24 14:14:58,NRCA,645,-65,-9.15,TURUN
2026-04-24 14:14:58,BDMN,3930,-360,-8.39,TURUN
2026-04-24 14:14:58,BTPN,2090,-180,-7.93,TURUN
2026-04-24 14:14:58,STAA,1245,-105,-7.78,TURUN
2026-04-24 14:14:58,PADI,107,-9,-7.76,TURUN
2026-04-24 14:14:58,BBTN,1375,-115,-7.72,TURUN
2026-04-24 14:14:58,PTRO,5725,-450,-7.29,TURUN
2026-04-24 14:14:58,TRIM,555,-40,-6.72,TURUN
2026-04-24 14:14:58,INDY,3620,-260,-6.7,TURUN
2026-04-24 14:14:58,DSSA,2100,-150,-6.67,TURUN
2026-04-24 14:14:58,MDLN,57,-4,-6.56,TURUN
2026-04-24 14:14:58,FAST,300,-20,-6.25,TURUN
2026-04-24 14:14:58,VOKS,210,-14,-6.25,TURUN
2026-04-24 14:14:58,DOID,250,-16,-6.02,TURUN
2026-04-24 14:14:58,LPCK,635,-40,-5.93,TURUN
2026-04-24 14:14:58,UNVR,1580,-95,-5.67,TURUN
2026-04-24 14:14:58,GPRA,117,-7,-5.65,TURUN
2026-04-24 14:14:58,LPKR,84,-5,-5.62,TURUN
2026-04-24 14:14:58,BIPI,272,-16,-5.56,TURUN
2026-04-24 14:14:58,PNBS,52,-3,-5.45,TURUN
2026-04-24 14:14:58,BKSL,106,-6,-5.36,TURUN
2026-04-24 14:14:58,SMGR,2140,-120,-5.31,TURUN
2026-04-24 14:14:58,OMRE,925,-50,-5.13,TURUN
2026-04-24 14:14:58,RICY,93,-5,-5.1,TURUN
2026-04-24 14:14:58,BBCA,6100,-325,-5.06,TURUN
2026-04-24 14:14:58,BSDE,750,-40,-5.06,TURUN
2026-04-24 14:14:58,INDS,382,-20,-4.98,TURUN
2026-04-24 14:14:58,LEAD,139,-7,-4.79,TURUN
2026-04-24 14:14:58,MBTO,120,-6,-4.76,TURUN
2026-04-24 14:14:58,BNII,202,-10,-4.72,TURUN
2026-04-24 14:14:58,AGRO,183,-9,-4.69,TURUN
2026-04-24 14:14:58,TOBA,620,-30,-4.62,TURUN
2026-04-24 14:14:58,WIFI,2290,-110,-4.58,TURUN
2026-04-24 14:14:58,BRPT,2090,-100,-4.57,TURUN
2026-04-24 14:14:58,TBLA,735,-35,-4.55,TURUN
2026-04-24 14:14:58,MSKY,86,-4,-4.44,TURUN
2026-04-24 14:14:58,KLBF,870,-40,-4.4,TURUN
2026-04-24 14:14:58,MCAS,348,-16,-4.4,TURUN
2026-04-24 14:14:58,SMRA,308,-14,-4.35,TURUN
2026-04-24 14:14:58,SKLT,228,-10,-4.2,TURUN
2026-04-24 14:14:58,SSMS,1370,-60,-4.2,TURUN
2026-04-24 14:14:58,TLKM,2760,-120,-4.17,TURUN
2026-04-24 14:14:58,SGRO,5250,-225,-4.11,TURUN
2026-04-24 14:14:58,SIMP,825,-35,-4.07,TURUN
2026-04-24 14:14:58,PPRO,24,-1,-4.0,TURUN
2026-04-24 14:14:58,MEDC,1730,-70,-3.89,TURUN
2026-04-24 14:14:58,MPPA,51,-2,-3.77,TURUN
2026-04-24 14:14:58,DILD,129,-5,-3.73,TURUN
2026-04-24 14:14:58,ROTI,645,-25,-3.73,TURUN
2026-04-24 14:14:58,ADHI,182,-7,-3.7,TURUN
2026-04-24 14:14:58,DEWA,496,-19,-3.69,TURUN
2026-04-24 14:14:58,BABP,53,-2,-3.64,TURUN
2026-04-24 14:14:58,BBNI,3730,-140,-3.62,TURUN
2026-04-24 14:14:58,BAJA,160,-6,-3.61,TURUN
2026-04-24 14:14:58,NISP,1360,-50,-3.55,TURUN
2026-04-24 14:14:58,ASRM,280,-10,-3.45,TURUN
2026-04-24 14:14:58,EMTK,840,-30,-3.45,TURUN
2026-04-24 14:14:58,WEGE,56,-2,-3.45,TURUN
2026-04-24 14:14:58,PGEO,990,-35,-3.41,TURUN
2026-04-24 14:14:58,RUIS,228,-8,-3.39,TURUN
2026-04-24 14:14:58,HMSP,715,-25,-3.38,TURUN
2026-04-24 14:14:58,MRAT,400,-14,-3.38,TURUN
2026-04-24 14:14:58,TCID,2880,-100,-3.36,TURUN
2026-04-24 14:14:58,LION,404,-14,-3.35,TURUN
2026-04-24 14:14:58,WTON,87,-3,-3.33,TURUN
2026-04-24 14:14:58,GJTL,1175,-40,-3.29,TURUN
2026-04-24 14:14:58,EXCL,3040,-100,-3.18,TURUN
2026-04-24 14:14:58,PNLF,246,-8,-3.15,TURUN
2026-04-24 14:14:58,MARK,770,-25,-3.14,TURUN
2026-04-24 14:14:58,PTPP,252,-8,-3.08,TURUN
2026-04-24 14:14:58,MAPI,1265,-40,-3.07,TURUN
2026-04-24 14:14:58,BUKA,159,-5,-3.05,TURUN
2026-04-24 14:14:58,ACES,384,-12,-3.03,TURUN
2026-04-24 14:14:58,AALI,8050,-250,-3.01,TURUN
2026-04-24 14:14:58,JPFA,2600,-80,-2.99,TURUN
2026-04-24 14:14:58,SCMA,260,-8,-2.99,TURUN
2026-04-24 14:14:58,TOWR,490,-15,-2.97,TURUN
2026-04-24 14:14:58,HEAL,1150,-35,-2.95,TURUN
2026-04-24 14:14:58,LSIP,1670,-50,-2.91,TURUN
2026-04-24 14:14:58,HOKI,67,-2,-2.9,TURUN
2026-04-24 14:14:58,ISSP,470,-14,-2.89,TURUN
2026-04-24 14:14:58,BHIT,34,-1,-2.86,TURUN
2026-04-24 14:14:58,TINS,3760,-110,-2.84,TURUN
2026-04-24 14:14:58,BRIS,1900,-55,-2.81,TURUN
2026-04-24 14:14:58,TSPC,2430,-70,-2.8,TURUN
2026-04-24 14:14:58,CTRA,705,-20,-2.76,TURUN
2026-04-24 14:14:58,GIAA,71,-2,-2.74,TURUN
2026-04-24 14:14:58,BUMI,224,-6,-2.61,TURUN
2026-04-24 14:14:58,CPIN,4180,-110,-2.56,TURUN
2026-04-24 14:14:58,ISAT,1905,-50,-2.56,TURUN
2026-04-24 14:14:58,TKIM,8675,-225,-2.53,TURUN
2026-04-24 14:14:58,INKP,9675,-250,-2.52,TURUN
2026-04-24 14:14:58,DART,156,-4,-2.5,TURUN
2026-04-24 14:14:58,PBRX,39,-1,-2.5,TURUN
2026-04-24 14:14:58,ELSA,785,-20,-2.48,TURUN
2026-04-24 14:14:58,ICBP,6900,-175,-2.47,TURUN
2026-04-24 14:14:58,HEXA,4410,-110,-2.43,TURUN
2026-04-24 14:14:58,PNBN,1010,-25,-2.42,TURUN
2026-04-24 14:14:58,UNTR,31725,-775,-2.38,TURUN
2026-04-24 14:14:58,BGTG,124,-3,-2.36,TURUN
2026-04-24 14:14:58,MIDI,332,-8,-2.35,TURUN
2026-04-24 14:14:58,INTP,5250,-125,-2.33,TURUN
2026-04-24 14:14:58,PWON,336,-8,-2.33,TURUN
2026-04-24 14:14:58,SOHO,1895,-45,-2.32,TURUN
2026-04-24 14:14:58,ASSA,845,-20,-2.31,TURUN
2026-04-24 14:14:58,TMAS,127,-3,-2.31,TURUN
2026-04-24 14:14:58,MYOH,1275,-30,-2.3,TURUN
2026-04-24 14:14:58,BBRI,3090,-70,-2.22,TURUN
