Waktu,Ticker,Harga,Perubahan,Persen%,Status
2026-04-24 13:35:56,BNBA,865,170,24.46,NAIK
2026-04-24 13:35:56,RODA,95,16,20.25,NAIK
2026-04-24 13:35:56,BFIN,835,60,7.74,NAIK
2026-04-24 13:35:56,KUAS,126,8,6.78,NAIK
2026-04-24 13:35:56,ELTY,50,3,6.38,NAIK
2026-04-24 13:35:56,KREN,17,1,6.25,NAIK
2026-04-24 13:35:56,PKPK,3250,180,5.86,NAIK
2026-04-24 13:35:56,WSBP,19,1,5.56,NAIK
2026-04-24 13:35:56,CASH,238,12,5.31,NAIK
2026-04-24 13:35:56,SQMI,60,3,5.26,NAIK
2026-04-24 13:35:56,PRIM,88,4,4.76,NAIK
2026-04-24 13:35:56,TRUS,400,18,4.71,NAIK
2026-04-24 13:35:56,INTD,274,10,3.79,NAIK
2026-04-24 13:35:56,VIVA,59,2,3.51,NAIK
2026-04-24 13:35:56,MARI,30,1,3.45,NAIK
2026-04-24 13:35:56,AKSI,336,10,3.07,NAIK
2026-04-24 13:35:56,DIGI,34,1,3.03,NAIK
2026-04-24 13:35:56,SMMT,1975,55,2.86,NAIK
2026-04-24 13:35:56,TARA,36,1,2.86,NAIK
2026-04-24 13:35:56,BUKK,1285,35,2.8,NAIK
2026-04-24 13:35:56,SAFE,374,10,2.75,NAIK
2026-04-24 13:35:56,PTIS,314,8,2.61,NAIK
2026-04-24 13:35:56,LPLI,324,8,2.53,NAIK
2026-04-24 13:35:56,ABBA,42,1,2.44,NAIK
2026-04-24 13:35:56,JTPE,640,15,2.4,NAIK
2026-04-24 13:35:56,EMDE,87,2,2.35,NAIK
2026-04-24 13:35:56,PTSP,900,20,2.27,NAIK
2026-04-24 13:35:56,ARII,302,6,2.03,NAIK
2026-04-24 13:35:56,BRAM,4530,90,2.03,NAIK
2026-04-24 13:35:56,BMTR,179,3,1.7,NAIK
2026-04-24 13:35:56,SURE,2700,40,1.5,NAIK
2026-04-24 13:35:56,PGUN,9700,125,1.31,NAIK
2026-04-24 13:35:56,AMFG,3220,40,1.26,NAIK
2026-04-24 13:35:56,DKFT,815,10,1.24,NAIK
2026-04-24 13:35:56,SIPD,1010,10,1.0,NAIK
2026-04-24 13:35:56,CLPI,1635,15,0.93,NAIK
2026-04-24 13:35:56,MBSS,2280,20,0.88,NAIK
2026-04-24 13:35:56,VICI,590,5,0.85,NAIK
2026-04-24 13:35:56,ALDO,600,5,0.84,NAIK
2026-04-24 13:35:56,ASDM,615,5,0.82,NAIK
2026-04-24 13:35:56,TBIG,1860,15,0.81,NAIK
2026-04-24 13:35:56,FMII,268,2,0.75,NAIK
2026-04-24 13:35:56,INCO,6750,50,0.75,NAIK
2026-04-24 13:35:56,STTP,10275,75,0.74,NAIK
2026-04-24 13:35:56,KKGI,324,2,0.62,NAIK
2026-04-24 13:35:56,KBLM,328,2,0.61,NAIK
2026-04-24 13:35:56,ESSA,930,5,0.54,NAIK
2026-04-24 13:35:56,UCID,402,2,0.5,NAIK
2026-04-24 13:35:56,ANJT,1815,5,0.28,NAIK
2026-04-24 13:35:56,DUTI,4110,10,0.24,NAIK
2026-04-24 13:35:56,TGKA,4920,10,0.2,NAIK
2026-04-24 13:35:56,SKBM,680,-120,-15.0,TURUN
2026-04-24 13:35:56,LPPF,1655,-285,-14.69,TURUN
2026-04-24 13:35:56,KOBX,210,-36,-14.63,TURUN
2026-04-24 13:35:56,COCO,380,-64,-14.41,TURUN
2026-04-24 13:35:56,LCKM,119,-19,-13.77,TURUN
2026-04-24 13:35:56,BOBA,210,-32,-13.22,TURUN
2026-04-24 13:35:56,ASGR,1675,-255,-13.21,TURUN
2026-04-24 13:35:56,COAL,66,-10,-13.16,TURUN
2026-04-24 13:35:56,PGLI,230,-34,-12.88,TURUN
2026-04-24 13:35:56,ICON,112,-16,-12.5,TURUN
2026-04-24 13:35:56,DFAM,98,-12,-10.91,TURUN
2026-04-24 13:35:56,AMIN,214,-26,-10.83,TURUN
2026-04-24 13:35:56,NRCA,635,-75,-10.56,TURUN
2026-04-24 13:35:56,BELL,147,-17,-10.37,TURUN
2026-04-24 13:35:56,BCAP,53,-6,-10.17,TURUN
2026-04-24 13:35:56,YPAS,1270,-140,-9.93,TURUN
2026-04-24 13:35:56,BDMN,3870,-420,-9.79,TURUN
2026-04-24 13:35:56,DSSA,2030,-220,-9.78,TURUN
2026-04-24 13:35:56,POLI,1155,-125,-9.77,TURUN
2026-04-24 13:35:56,PYFA,338,-36,-9.63,TURUN
2026-04-24 13:35:56,POLA,86,-9,-9.47,TURUN
2026-04-24 13:35:56,ENRG,1910,-180,-8.61,TURUN
2026-04-24 13:35:56,CSIS,182,-17,-8.54,TURUN
2026-04-24 13:35:56,REAL,55,-5,-8.33,TURUN
2026-04-24 13:35:56,PTRO,5675,-500,-8.1,TURUN
2026-04-24 13:35:56,SINI,15000,-1300,-7.98,TURUN
2026-04-24 13:35:56,OILS,278,-24,-7.95,TURUN
2026-04-24 13:35:56,CITY,197,-17,-7.94,TURUN
2026-04-24 13:35:56,BTPN,2090,-180,-7.93,TURUN
2026-04-24 13:35:56,HDFA,105,-9,-7.89,TURUN
2026-04-24 13:35:56,BBYB,304,-26,-7.88,TURUN
2026-04-24 13:35:56,SSTM,660,-55,-7.69,TURUN
2026-04-24 13:35:56,GTSI,244,-20,-7.58,TURUN
2026-04-24 13:35:56,IKAI,25,-2,-7.41,TURUN
2026-04-24 13:35:56,STAA,1250,-100,-7.41,TURUN
2026-04-24 13:35:56,BBTN,1380,-110,-7.38,TURUN
2026-04-24 13:35:56,KBAG,51,-4,-7.27,TURUN
2026-04-24 13:35:56,DGNS,258,-20,-7.19,TURUN
2026-04-24 13:35:56,FPNI,478,-37,-7.18,TURUN
2026-04-24 13:35:56,PLAN,53,-4,-7.02,TURUN
2026-04-24 13:35:56,BIPI,268,-20,-6.94,TURUN
2026-04-24 13:35:56,PADI,108,-8,-6.9,TURUN
2026-04-24 13:35:56,AHAP,109,-8,-6.84,TURUN
2026-04-24 13:35:56,INDX,110,-8,-6.78,TURUN
2026-04-24 13:35:56,DOID,248,-18,-6.77,TURUN
2026-04-24 13:35:56,TRIM,555,-40,-6.72,TURUN
2026-04-24 13:35:56,WMPP,42,-3,-6.67,TURUN
2026-04-24 13:35:56,CENT,101,-7,-6.48,TURUN
2026-04-24 13:35:56,YELO,102,-7,-6.42,TURUN
2026-04-24 13:35:56,GMTD,1555,-105,-6.33,TURUN
2026-04-24 13:35:56,FAST,300,-20,-6.25,TURUN
2026-04-24 13:35:56,KBLV,120,-8,-6.25,TURUN
2026-04-24 13:35:56,VOKS,210,-14,-6.25,TURUN
2026-04-24 13:35:56,INDY,3640,-240,-6.19,TURUN
2026-04-24 13:35:56,IMPC,2140,-140,-6.14,TURUN
2026-04-24 13:35:56,SMGR,2130,-130,-5.75,TURUN
2026-04-24 13:35:56,ADMG,198,-12,-5.71,TURUN
2026-04-24 13:35:56,PEGE,152,-9,-5.59,TURUN
2026-04-24 13:35:56,BRPT,2070,-120,-5.48,TURUN
2026-04-24 13:35:56,LEAD,138,-8,-5.48,TURUN
2026-04-24 13:35:56,PURI,173,-10,-5.46,TURUN
2026-04-24 13:35:56,BBCA,6075,-350,-5.45,TURUN
2026-04-24 13:35:56,PNBS,52,-3,-5.45,TURUN
2026-04-24 13:35:56,TOBA,615,-35,-5.38,TURUN
2026-04-24 13:35:56,EPAC,71,-4,-5.33,TURUN
2026-04-24 13:35:56,KJEN,125,-7,-5.3,TURUN
2026-04-24 13:35:56,MITI,252,-14,-5.26,TURUN
2026-04-24 13:35:56,NELY,326,-18,-5.23,TURUN
2026-04-24 13:35:56,LPCK,640,-35,-5.19,TURUN
2026-04-24 13:35:56,PPRE,128,-7,-5.19,TURUN
2026-04-24 13:35:56,OMRE,925,-50,-5.13,TURUN
2026-04-24 13:35:56,SGER,408,-22,-5.12,TURUN
2026-04-24 13:35:56,IMJS,186,-10,-5.1,TURUN
2026-04-24 13:35:56,BWPT,131,-7,-5.07,TURUN
2026-04-24 13:35:56,BSDE,750,-40,-5.06,TURUN
2026-04-24 13:35:56,IBFN,94,-5,-5.05,TURUN
2026-04-24 13:35:56,KIOS,113,-6,-5.04,TURUN
2026-04-24 13:35:56,MLPT,24000,-1275,-5.04,TURUN
2026-04-24 13:35:56,JSPT,1415,-75,-5.03,TURUN
2026-04-24 13:35:56,JARR,2290,-120,-4.98,TURUN
2026-04-24 13:35:56,KLBF,865,-45,-4.95,TURUN
2026-04-24 13:35:56,MDLN,58,-3,-4.92,TURUN
2026-04-24 13:35:56,BAPA,176,-9,-4.86,TURUN
2026-04-24 13:35:56,INCF,59,-3,-4.84,TURUN
2026-04-24 13:35:56,MLPL,100,-5,-4.76,TURUN
2026-04-24 13:35:56,AGRO,183,-9,-4.69,TURUN
2026-04-24 13:35:56,BLTA,41,-2,-4.65,TURUN
2026-04-24 13:35:56,IATA,82,-4,-4.65,TURUN
2026-04-24 13:35:56,OKAS,123,-6,-4.65,TURUN
2026-04-24 13:35:56,TAYS,62,-3,-4.62,TURUN
2026-04-24 13:35:56,KONI,2080,-100,-4.59,TURUN
2026-04-24 13:35:56,SONA,2080,-100,-4.59,TURUN
2026-04-24 13:35:56,WIFI,2290,-110,-4.58,TURUN
2026-04-24 13:35:56,MMLP,334,-16,-4.57,TURUN
2026-04-24 13:35:56,RBMS,63,-3,-4.55,TURUN
2026-04-24 13:35:56,INDS,384,-18,-4.48,TURUN
2026-04-24 13:35:56,UNVR,1600,-75,-4.48,TURUN
2026-04-24 13:35:56,DEWA,492,-23,-4.47,TURUN
2026-04-24 13:35:56,MSKY,86,-4,-4.44,TURUN
2026-04-24 13:35:56,ELSA,770,-35,-4.35,TURUN
2026-04-24 13:35:56,BKDP,67,-3,-4.29,TURUN
2026-04-24 13:35:56,BUKA,157,-7,-4.27,TURUN
2026-04-24 13:35:56,JAWA,157,-7,-4.27,TURUN
2026-04-24 13:35:56,NASI,157,-7,-4.27,TURUN
2026-04-24 13:35:56,RAAM,224,-10,-4.27,TURUN
2026-04-24 13:35:56,SSMS,1370,-60,-4.2,TURUN
2026-04-24 13:35:56,KEEN,915,-40,-4.19,TURUN
2026-04-24 13:35:56,MEDC,1725,-75,-4.17,TURUN
2026-04-24 13:35:56,SDMU,92,-4,-4.17,TURUN
2026-04-24 13:35:56,GJTL,1165,-50,-4.12,TURUN
2026-04-24 13:35:56,BCIP,70,-3,-4.11,TURUN
2026-04-24 13:35:56,GIAA,70,-3,-4.11,TURUN
2026-04-24 13:35:56,TFAS,234,-10,-4.1,TURUN
2026-04-24 13:35:56,SIMP,825,-35,-4.07,TURUN
2026-04-24 13:35:56,ESTI,166,-7,-4.05,TURUN
2026-04-24 13:35:56,GPRA,119,-5,-4.03,TURUN
2026-04-24 13:35:56,BLUE,3110,-130,-4.01,TURUN
2026-04-24 13:35:56,PPRO,24,-1,-4.0,TURUN
2026-04-24 13:35:56,PEHA,294,-12,-3.92,TURUN
2026-04-24 13:35:56,TBLA,740,-30,-3.9,TURUN
2026-04-24 13:35:56,MCAS,350,-14,-3.85,TURUN
2026-04-24 13:35:56,PTPP,250,-10,-3.85,TURUN
2026-04-24 13:35:56,MYOH,1255,-50,-3.83,TURUN
2026-04-24 13:35:56,EXCL,3020,-120,-3.82,TURUN
2026-04-24 13:35:56,WOOD,302,-12,-3.82,TURUN
2026-04-24 13:35:56,BNII,204,-8,-3.77,TURUN
2026-04-24 13:35:56,MPPA,51,-2,-3.77,TURUN
2026-04-24 13:35:56,ROTI,645,-25,-3.73,TURUN
2026-04-24 13:35:56,SCMA,258,-10,-3.73,TURUN
2026-04-24 13:35:56,SMRA,310,-12,-3.73,TURUN
2026-04-24 13:35:56,ADHI,182,-7,-3.7,TURUN
2026-04-24 13:35:56,TCID,2870,-110,-3.69,TURUN
2026-04-24 13:35:56,PMJS,131,-5,-3.68,TURUN
2026-04-24 13:35:56,BABP,53,-2,-3.64,TURUN
2026-04-24 13:35:56,URBN,188,-7,-3.59,TURUN
2026-04-24 13:35:56,BKSL,108,-4,-3.57,TURUN
2026-04-24 13:35:56,CCSI,270,-10,-3.57,TURUN
2026-04-24 13:35:56,ITMA,1890,-70,-3.57,TURUN
2026-04-24 13:35:56,NISP,1360,-50,-3.55,TURUN
2026-04-24 13:35:56,ACES,382,-14,-3.54,TURUN
2026-04-24 13:35:56,IFII,220,-8,-3.51,TURUN
2026-04-24 13:35:56,NTBK,83,-3,-3.49,TURUN
2026-04-24 13:35:56,WIIM,1660,-60,-3.49,TURUN
2026-04-24 13:35:56,BRMS,835,-30,-3.47,TURUN
2026-04-24 13:35:56,GLVA,334,-12,-3.47,TURUN
2026-04-24 13:35:56,TLKM,2780,-100,-3.47,TURUN
2026-04-24 13:35:56,ASRM,280,-10,-3.45,TURUN
2026-04-24 13:35:56,DNAR,140,-5,-3.45,TURUN
2026-04-24 13:35:56,PGEO,990,-35,-3.41,TURUN
2026-04-24 13:35:56,RUIS,228,-8,-3.39,TURUN
2026-04-24 13:35:56,LPKR,86,-3,-3.37,TURUN
2026-04-24 13:35:56,TOWR,488,-17,-3.37,TURUN
2026-04-24 13:35:56,BBNI,3740,-130,-3.36,TURUN
2026-04-24 13:35:56,SKLT,230,-8,-3.36,TURUN
2026-04-24 13:35:56,SOUL,58,-2,-3.33,TURUN
2026-04-24 13:35:56,LPPS,88,-3,-3.3,TURUN
2026-04-24 13:35:56,IPOL,118,-4,-3.28,TURUN
2026-04-24 13:35:56,FILM,2410,-80,-3.21,TURUN
2026-04-24 13:35:56,LSIP,1665,-55,-3.2,TURUN
2026-04-24 13:35:56,SGRO,5300,-175,-3.2,TURUN
2026-04-24 13:35:56,PNLF,246,-8,-3.15,TURUN
2026-04-24 13:35:56,MARK,770,-25,-3.14,TURUN
2026-04-24 13:35:56,INAI,186,-6,-3.12,TURUN
2026-04-24 13:35:56,BBKP,63,-2,-3.08,TURUN
2026-04-24 13:35:56,GMFI,63,-2,-3.08,TURUN
2026-04-24 13:35:56,RICY,95,-3,-3.06,TURUN
2026-04-24 13:35:56,SMDM,635,-20,-3.05,TURUN
2026-04-24 13:35:56,SICO,128,-4,-3.03,TURUN
2026-04-24 13:35:56,DSFI,97,-3,-3.0,TURUN
2026-04-24 13:35:56,DILD,130,-4,-2.99,TURUN
2026-04-24 13:35:56,HEAL,1150,-35,-2.95,TURUN
2026-04-24 13:35:56,GSMF,99,-3,-2.94,TURUN
2026-04-24 13:35:56,SAGE,33,-1,-2.94,TURUN
2026-04-24 13:35:56,TRJA,132,-4,-2.94,TURUN
2026-04-24 13:35:56,HOKI,67,-2,-2.9,TURUN
2026-04-24 13:35:56,ASSA,840,-25,-2.89,TURUN
2026-04-24 13:35:56,ISSP,470,-14,-2.89,TURUN
2026-04-24 13:35:56,EMTK,845,-25,-2.87,TURUN
2026-04-24 13:35:56,BHIT,34,-1,-2.86,TURUN
2026-04-24 13:35:56,SOHO,1885,-55,-2.84,TURUN
2026-04-24 13:35:56,TIFA,342,-10,-2.84,TURUN
2026-04-24 13:35:56,TINS,3760,-110,-2.84,TURUN
2026-04-24 13:35:56,ICBP,6875,-200,-2.83,TURUN
2026-04-24 13:35:56,BRIS,1900,-55,-2.81,TURUN
2026-04-24 13:35:56,CPIN,4170,-120,-2.8,TURUN
2026-04-24 13:35:56,TSPC,2430,-70,-2.8,TURUN
2026-04-24 13:35:56,INTP,5225,-150,-2.79,TURUN
2026-04-24 13:35:56,CTRA,705,-20,-2.76,TURUN
2026-04-24 13:35:56,GOLD,282,-8,-2.76,TURUN
2026-04-24 13:35:56,MGRO,715,-20,-2.72,TURUN
2026-04-24 13:35:56,BULL,540,-15,-2.7,TURUN
2026-04-24 13:35:56,CINT,216,-6,-2.7,TURUN
2026-04-24 13:35:56,HMSP,720,-20,-2.7,TURUN
2026-04-24 13:35:56,AKRA,1450,-40,-2.68,TURUN
2026-04-24 13:35:56,WOMF,296,-8,-2.63,TURUN
2026-04-24 13:35:56,BUMI,224,-6,-2.61,TURUN
2026-04-24 13:35:56,JPFA,2610,-70,-2.61,TURUN
2026-04-24 13:35:56,KICI,228,-6,-2.56,TURUN
2026-04-24 13:35:56,BBRI,3080,-80,-2.53,TURUN
2026-04-24 13:35:56,TKIM,8675,-225,-2.53,TURUN
2026-04-24 13:35:56,HRUM,975,-25,-2.5,TURUN
2026-04-24 13:35:56,PBRX,39,-1,-2.5,TURUN
2026-04-24 13:35:56,INPC,158,-4,-2.47,TURUN
2026-04-24 13:35:56,AALI,8100,-200,-2.41,TURUN
2026-04-24 13:35:56,MDKA,3300,-80,-2.37,TURUN
2026-04-24 13:35:56,PRDA,2470,-60,-2.37,TURUN
2026-04-24 13:35:56,BGTG,124,-3,-2.36,TURUN
2026-04-24 13:35:56,MIDI,332,-8,-2.35,TURUN
2026-04-24 13:35:56,ITIC,250,-6,-2.34,TURUN
2026-04-24 13:35:56,TIRA,835,-20,-2.34,TURUN
2026-04-24 13:35:56,BCIC,126,-3,-2.33,TURUN
2026-04-24 13:35:56,MNCN,252,-6,-2.33,TURUN
2026-04-24 13:35:56,PWON,336,-8,-2.33,TURUN
2026-04-24 13:35:56,BJBR,845,-20,-2.31,TURUN
2026-04-24 13:35:56,TMAS,127,-3,-2.31,TURUN
2026-04-24 13:35:56,UNTR,31750,-750,-2.31,TURUN
2026-04-24 13:35:56,BALI,1275,-30,-2.3,TURUN
2026-04-24 13:35:56,ISAT,1910,-45,-2.3,TURUN
2026-04-24 13:35:56,AISA,128,-3,-2.29,TURUN
2026-04-24 13:35:56,KOPI,256,-6,-2.29,TURUN
2026-04-24 13:35:56,INKP,9700,-225,-2.27,TURUN
2026-04-24 13:35:56,AMAG,434,-10,-2.25,TURUN
2026-04-24 13:35:56,FORU,1320,-30,-2.22,TURUN
2026-04-24 13:35:56,ARNA,494,-11,-2.18,TURUN
2026-04-24 13:35:56,DVLA,1570,-35,-2.18,TURUN
2026-04-24 13:35:56,APLN,180,-4,-2.17,TURUN
2026-04-24 13:35:56,MCOL,4050,-90,-2.17,TURUN
2026-04-24 13:35:56,BMRI,4530,-100,-2.16,TURUN
2026-04-24 13:35:56,INDF,6825,-150,-2.15,TURUN
2026-04-24 13:35:56,TRIS,185,-4,-2.12,TURUN
2026-04-24 13:35:56,ADMF,8225,-175,-2.08,TURUN
2026-04-24 13:35:56,LIFE,7200,-150,-2.04,TURUN
2026-04-24 13:35:56,CLEO,388,-8,-2.02,TURUN
2026-04-24 13:35:56,ACST,98,-2,-2.0,TURUN
2026-04-24 13:35:56,GGRM,13650,-275,-1.97,TURUN
2026-04-24 13:35:56,PANS,1755,-35,-1.96,TURUN
2026-04-24 13:35:56,HERO,406,-8,-1.93,TURUN
2026-04-24 13:35:56,MRAT,406,-8,-1.93,TURUN
2026-04-24 13:35:56,PNBN,1015,-20,-1.93,TURUN
2026-04-24 13:35:56,MAPI,1280,-25,-1.92,TURUN
2026-04-24 13:35:56,TBMS,1285,-25,-1.91,TURUN
2026-04-24 13:35:56,AKPI,515,-10,-1.9,TURUN
2026-04-24 13:35:56,BISI,775,-15,-1.9,TURUN
2026-04-24 13:35:56,BSML,416,-8,-1.89,TURUN
2026-04-24 13:35:56,RMKE,3110,-60,-1.89,TURUN
2026-04-24 13:35:56,ASBI,418,-8,-1.88,TURUN
2026-04-24 13:35:56,DART,157,-3,-1.88,TURUN
2026-04-24 13:35:56,CITA,4210,-80,-1.86,TURUN
2026-04-24 13:35:56,DNET,9250,-175,-1.86,TURUN
2026-04-24 13:35:56,ATIC,530,-10,-1.85,TURUN
2026-04-24 13:35:56,BNBR,212,-4,-1.85,TURUN
2026-04-24 13:35:56,BNGA,1855,-35,-1.85,TURUN
2026-04-24 13:35:56,JSMR,3190,-60,-1.85,TURUN
2026-04-24 13:35:56,LUCK,106,-2,-1.85,TURUN
2026-04-24 13:35:56,PICO,160,-3,-1.84,TURUN
2026-04-24 13:35:56,NOBU,540,-10,-1.82,TURUN
2026-04-24 13:35:56,BAJA,163,-3,-1.81,TURUN
2026-04-24 13:35:56,SAMF,334,-6,-1.76,TURUN
2026-04-24 13:35:56,AMRT,1405,-25,-1.75,TURUN
2026-04-24 13:35:56,WEGE,57,-1,-1.72,TURUN
2026-04-24 13:35:56,SRTG,1740,-30,-1.69,TURUN
2026-04-24 13:35:56,BJTM,585,-10,-1.68,TURUN
2026-04-24 13:35:56,PPGL,236,-4,-1.67,TURUN
2026-04-24 13:35:56,SSIA,1765,-30,-1.67,TURUN
2026-04-24 13:35:56,PORT,890,-15,-1.66,TURUN
2026-04-24 13:35:56,BOLA,179,-3,-1.65,TURUN
2026-04-24 13:35:56,SOFA,478,-8,-1.65,TURUN
2026-04-24 13:35:56,CNKO,60,-1,-1.64,TURUN
2026-04-24 13:35:56,DPUM,120,-2,-1.64,TURUN
2026-04-24 13:35:56,EKAD,181,-3,-1.63,TURUN
2026-04-24 13:35:56,PALM,362,-6,-1.63,TURUN
2026-04-24 13:35:56,ABMM,3040,-50,-1.62,TURUN
2026-04-24 13:35:56,KIJA,186,-3,-1.59,TURUN
2026-04-24 13:35:56,MBTO,124,-2,-1.59,TURUN
2026-04-24 13:35:56,APII,191,-3,-1.55,TURUN
2026-04-24 13:35:56,MEGA,2610,-40,-1.51,TURUN
2026-04-24 13:35:56,MIKA,2030,-30,-1.46,TURUN
2026-04-24 13:35:56,LION,412,-6,-1.44,TURUN
2026-04-24 13:35:56,BACA,141,-2,-1.4,TURUN
2026-04-24 13:35:56,PNGO,3550,-50,-1.39,TURUN
2026-04-24 13:35:56,CSAP,290,-4,-1.36,TURUN
2026-04-24 13:35:56,KARW,306,-4,-1.29,TURUN
2026-04-24 13:35:56,PTSN,306,-4,-1.29,TURUN
2026-04-24 13:35:56,PNIN,785,-10,-1.26,TURUN
2026-04-24 13:35:56,ATAP,484,-6,-1.22,TURUN
2026-04-24 13:35:56,IPCM,328,-4,-1.2,TURUN
2026-04-24 13:35:56,BMSR,332,-4,-1.19,TURUN
2026-04-24 13:35:56,BNLI,3350,-40,-1.18,TURUN
2026-04-24 13:35:56,PUDP,342,-4,-1.16,TURUN
2026-04-24 13:35:56,SAME,340,-4,-1.16,TURUN
2026-04-24 13:35:56,DSNG,1730,-20,-1.14,TURUN
2026-04-24 13:35:56,BSIM,880,-10,-1.12,TURUN
2026-04-24 13:35:56,KOIN,89,-1,-1.11,TURUN
2026-04-24 13:35:56,SHIP,3580,-40,-1.1,TURUN
2026-04-24 13:35:56,GEMA,91,-1,-1.09,TURUN
2026-04-24 13:35:56,CARS,92,-1,-1.08,TURUN
2026-04-24 13:35:56,PGAS,1920,-20,-1.03,TURUN
2026-04-24 13:35:56,MDKI,194,-2,-1.02,TURUN
2026-04-24 13:35:56,PTBA,2930,-30,-1.01,TURUN
2026-04-24 13:35:56,PDES,500,-5,-0.99,TURUN
2026-04-24 13:35:56,MICE,505,-5,-0.98,TURUN
2026-04-24 13:35:56,PBID,505,-5,-0.98,TURUN
2026-04-24 13:35:56,WINS,505,-5,-0.98,TURUN
2026-04-24 13:35:56,PJAA,510,-5,-0.97,TURUN
2026-04-24 13:35:56,JIHD,515,-5,-0.96,TURUN
2026-04-24 13:35:56,CAMP,208,-2,-0.95,TURUN
2026-04-24 13:35:56,MTEL,525,-5,-0.94,TURUN
2026-04-24 13:35:56,BUDI,212,-2,-0.93,TURUN
2026-04-24 13:35:56,UNSP,424,-4,-0.93,TURUN
2026-04-24 13:35:56,JRPT,1090,-10,-0.91,TURUN
2026-04-24 13:35:56,AIMS,438,-4,-0.9,TURUN
2026-04-24 13:35:56,KDSI,440,-4,-0.9,TURUN
2026-04-24 13:35:56,DMMX,222,-2,-0.89,TURUN
2026-04-24 13:35:56,IMAS,1110,-10,-0.89,TURUN
2026-04-24 13:35:56,KEJU,555,-5,-0.89,TURUN
2026-04-24 13:35:56,IKBI,565,-5,-0.88,TURUN
2026-04-24 13:35:56,NIRO,224,-2,-0.88,TURUN
2026-04-24 13:35:56,SCCO,2310,-20,-0.86,TURUN
2026-04-24 13:35:56,KPIG,116,-1,-0.85,TURUN
2026-04-24 13:35:56,TPMA,585,-5,-0.85,TURUN
2026-04-24 13:35:56,TRST,474,-4,-0.84,TURUN
2026-04-24 13:35:56,IGAR,480,-4,-0.83,TURUN
2026-04-24 13:35:56,ADRO,2490,-20,-0.8,TURUN
2026-04-24 13:35:56,MERK,3710,-30,-0.8,TURUN
2026-04-24 13:35:56,SIDO,496,-4,-0.8,TURUN
2026-04-24 13:35:56,LINK,1930,-15,-0.77,TURUN
2026-04-24 13:35:56,MOLI,258,-2,-0.77,TURUN
2026-04-24 13:35:56,UANG,3910,-30,-0.76,TURUN
2026-04-24 13:35:56,TMPO,133,-1,-0.75,TURUN
2026-04-24 13:35:56,BAYU,1370,-10,-0.72,TURUN
2026-04-24 13:35:56,BPFI,274,-2,-0.72,TURUN
2026-04-24 13:35:56,RIGS,685,-5,-0.72,TURUN
2026-04-24 13:35:56,TALF,685,-5,-0.72,TURUN
2026-04-24 13:35:56,AUTO,2790,-20,-0.71,TURUN
2026-04-24 13:35:56,POWR,735,-5,-0.68,TURUN
2026-04-24 13:35:56,HEXA,4490,-30,-0.66,TURUN
2026-04-24 13:35:56,SHID,750,-5,-0.66,TURUN
2026-04-24 13:35:56,IDPR,306,-2,-0.65,TURUN
2026-04-24 13:35:56,LMPI,154,-1,-0.65,TURUN
2026-04-24 13:35:56,AGII,3140,-20,-0.63,TURUN
2026-04-24 13:35:56,KBLI,326,-2,-0.61,TURUN
2026-04-24 13:35:56,VINS,165,-1,-0.6,TURUN
2026-04-24 13:35:56,CAKK,172,-1,-0.58,TURUN
2026-04-24 13:35:56,CFIN,344,-2,-0.58,TURUN
2026-04-24 13:35:56,ECII,179,-1,-0.56,TURUN
2026-04-24 13:35:56,BOLT,930,-5,-0.53,TURUN
2026-04-24 13:35:56,DLTA,2000,-10,-0.5,TURUN
2026-04-24 13:35:56,ERAA,402,-2,-0.5,TURUN
2026-04-24 13:35:56,MREI,1070,-5,-0.47,TURUN
2026-04-24 13:35:56,CEKA,2300,-10,-0.43,TURUN
2026-04-24 13:35:56,LPIN,458,-2,-0.43,TURUN
2026-04-24 13:35:56,MLBI,5750,-25,-0.43,TURUN
2026-04-24 13:35:56,BBSI,4720,-20,-0.42,TURUN
2026-04-24 13:35:56,EPMT,2350,-10,-0.42,TURUN
2026-04-24 13:35:56,ASII,6300,-25,-0.4,TURUN
2026-04-24 13:35:56,SILO,2490,-10,-0.4,TURUN
2026-04-24 13:35:56,BBHI,1290,-5,-0.39,TURUN
2026-04-24 13:35:56,SMSM,1800,-5,-0.28,TURUN
2026-04-24 13:35:56,ANTM,4010,-10,-0.25,TURUN
2026-04-24 13:35:56,DCII,199000,-50,-0.03,TURUN
2026-04-24 13:46:51,BNBA,865,170,24.46,NAIK
2026-04-24 13:46:51,RODA,95,16,20.25,NAIK
2026-04-24 13:46:51,BFIN,835,60,7.74,NAIK
2026-04-24 13:46:51,KUAS,126,8,6.78,NAIK
2026-04-24 13:46:51,ELTY,50,3,6.38,NAIK
2026-04-24 13:46:51,KREN,17,1,6.25,NAIK
2026-04-24 13:46:51,PKPK,3250,180,5.86,NAIK
2026-04-24 13:46:51,WSBP,19,1,5.56,NAIK
2026-04-24 13:46:51,CASH,238,12,5.31,NAIK
2026-04-24 13:46:51,SQMI,60,3,5.26,NAIK
2026-04-24 13:46:51,PRIM,88,4,4.76,NAIK
2026-04-24 13:46:51,TRUS,400,18,4.71,NAIK
2026-04-24 13:46:51,INTD,274,10,3.79,NAIK
2026-04-24 13:46:51,VIVA,59,2,3.51,NAIK
2026-04-24 13:46:51,MARI,30,1,3.45,NAIK
